,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights
2271896,29856084,2019-06-30,t,$46.00,$46.00,2,28
2272195,30319947,2019-06-27,t,$25.00,$25.00,1,7
2272196,30319947,2019-06-28,t,$25.00,$25.00,1,7
2272198,30319947,2019-06-30,t,$25.00,$25.00,1,7
2272710,30377504,2019-06-25,t,$99.00,$99.00,1,30
2272711,30377504,2019-06-26,t,$99.00,$99.00,1,30
2272712,30377504,2019-06-27,t,$99.00,$99.00,1,30
2272715,30377504,2019-06-30,t,$100.00,$100.00,1,30
2272983,29857724,2019-06-26,t,$450.00,$450.00,3,1125
2272984,29857724,2019-06-27,t,$450.00,$450.00,3,1125
2272985,29857724,2019-06-28,t,$695.00,$695.00,3,1125
2272986,29857724,2019-06-29,t,$695.00,$695.00,3,1125
2272987,29857724,2019-06-30,t,$450.00,$450.00,3,1125
2273636,30322857,2019-06-26,t,$120.00,$120.00,1,1125
2273910,30377703,2019-06-26,t,$45.00,$45.00,1,31
2273911,30377703,2019-06-27,t,$45.00,$45.00,1,31
2273912,30377703,2019-06-28,t,$75.00,$75.00,1,31
2273913,30377703,2019-06-29,t,$75.00,$75.00,1,31
2273914,30377703,2019-06-30,t,$45.00,$45.00,1,31
2274408,30323804,2019-06-30,t,$399.00,$399.00,3,31
2274859,30381218,2019-06-25,t,$89.00,$89.00,2,1124
2274860,30381218,2019-06-26,t,$99.00,$99.00,2,1124
2274888,29859542,2019-06-26,t,$130.00,$130.00,2,90
2275187,30327231,2019-06-30,t,$135.00,$135.00,1,1125
2275879,30329388,2019-06-26,t,$210.00,$210.00,1,365
2275880,30329388,2019-06-27,t,$210.00,$210.00,1,365
2275881,30329388,2019-06-28,t,$210.00,$210.00,1,365
2275882,30329388,2019-06-29,t,$210.00,$210.00,1,365
2275883,30329388,2019-06-30,t,$210.00,$210.00,1,365
2276334,30381226,2019-06-26,t,$79.00,$79.00,2,1124
2276335,30381226,2019-06-27,t,$89.00,$89.00,2,1124
2276336,30381226,2019-06-28,t,$199.00,$199.00,2,1124
2276337,30381226,2019-06-29,t,$229.00,$229.00,2,1124
2276338,30381226,2019-06-30,t,$109.00,$109.00,2,1124
2276767,29860268,2019-06-25,t,$906.00,$906.00,2,1125
2276768,29860268,2019-06-26,t,$906.00,$906.00,2,1125
2276769,29860268,2019-06-27,t,$906.00,$906.00,2,1125
2276772,29860268,2019-06-30,t,"$1,458.00","$1,458.00",2,1125
2278427,30382293,2019-06-30,t,$165.00,$165.00,2,1125
2281572,30347564,2019-06-25,t,$40.00,$40.00,2,1125
2281573,30347564,2019-06-26,t,$40.00,$40.00,2,1125
2281574,30347564,2019-06-27,t,$40.00,$40.00,2,1125
2281575,30347564,2019-06-28,t,$40.00,$40.00,2,1125
2281883,30402435,2019-06-26,t,$115.00,$115.00,1,1125
2281887,30402435,2019-06-30,t,$122.00,$122.00,1,1125
2282522,30402439,2019-06-26,t,$115.00,$115.00,1,1125
2282526,30402439,2019-06-30,t,$122.00,$122.00,1,1125
2282930,30402445,2019-06-26,t,$115.00,$115.00,1,1125
2282934,30402445,2019-06-30,t,$122.00,$122.00,1,1125
2283059,30349620,2019-06-26,t,$115.00,$115.00,1,1125
2283063,30349620,2019-06-30,t,$122.00,$122.00,1,1125
2284114,30475872,2019-06-25,t,$275.00,$261.00,1,90
2284115,30475872,2019-06-26,t,$275.00,$261.00,1,90
2284116,30475872,2019-06-27,t,$255.00,$255.00,1,90
2284117,30475872,2019-06-28,t,$255.00,$255.00,1,90
2284118,30475872,2019-06-29,t,$295.00,$295.00,1,90
2284119,30475872,2019-06-30,t,$255.00,$255.00,1,90
2284479,30475929,2019-06-25,t,$195.00,$185.00,1,90
2284480,30475929,2019-06-26,t,$195.00,$185.00,1,90
2284481,30475929,2019-06-27,t,$195.00,$195.00,1,90
2284482,30475929,2019-06-28,t,$195.00,$195.00,1,90
2284483,30475929,2019-06-29,t,$255.00,$255.00,1,90
2284484,30475929,2019-06-30,t,$195.00,$195.00,1,90
2285558,30476237,2019-06-25,t,$195.00,$185.00,1,90
2285559,30476237,2019-06-26,t,$195.00,$185.00,1,90
2285560,30476237,2019-06-27,t,$195.00,$195.00,1,90
2285561,30476237,2019-06-28,t,$195.00,$195.00,1,90
2285562,30476237,2019-06-29,t,$255.00,$255.00,1,90
2285563,30476237,2019-06-30,t,$195.00,$195.00,1,90
2285923,30476503,2019-06-25,t,$195.00,$185.00,1,90
2285924,30476503,2019-06-26,t,$195.00,$185.00,1,90
2285925,30476503,2019-06-27,t,$195.00,$195.00,1,90
2285926,30476503,2019-06-28,t,$195.00,$195.00,1,90
2285927,30476503,2019-06-29,t,$255.00,$255.00,1,90
2285928,30476503,2019-06-30,t,$195.00,$195.00,1,90
2286584,30476628,2019-06-25,t,$275.00,$261.00,1,90
2286585,30476628,2019-06-26,t,$275.00,$261.00,1,90
2286586,30476628,2019-06-27,t,$255.00,$255.00,1,90
2286587,30476628,2019-06-28,t,$255.00,$255.00,1,90
2286588,30476628,2019-06-29,t,$295.00,$295.00,1,90
2286589,30476628,2019-06-30,t,$255.00,$255.00,1,90
2287004,30476672,2019-06-25,t,$275.00,$275.00,1,90
2287005,30476672,2019-06-26,t,$275.00,$275.00,1,90
2287006,30476672,2019-06-27,t,$255.00,$255.00,1,90
2287007,30476672,2019-06-28,t,$255.00,$255.00,1,90
2287008,30476672,2019-06-29,t,$295.00,$295.00,1,90
2287009,30476672,2019-06-30,t,$255.00,$255.00,1,90
2288246,30478879,2019-06-28,t,"$1,499.00","$1,499.00",1,90
2288247,30478879,2019-06-29,t,"$1,499.00","$1,499.00",1,90
2288248,30478879,2019-06-30,t,"$1,499.00","$1,499.00",1,90
2288875,30479050,2019-06-28,t,"$1,499.00","$1,499.00",1,90
2288876,30479050,2019-06-29,t,"$1,499.00","$1,499.00",1,90
2288877,30479050,2019-06-30,t,"$1,499.00","$1,499.00",1,90
2289340,30405792,2019-06-25,t,$162.00,$162.00,3,1125
2289341,30405792,2019-06-26,t,$162.00,$162.00,3,1125
2289342,30405792,2019-06-27,t,$162.00,$162.00,3,1125
2289343,30405792,2019-06-28,t,$162.00,$162.00,3,1125
2289344,30405792,2019-06-29,t,$162.00,$162.00,3,1125
2289345,30405792,2019-06-30,t,$162.00,$162.00,3,1125
2289670,30479360,2019-06-28,t,"$1,499.00","$1,499.00",1,90
2289671,30479360,2019-06-29,t,"$1,499.00","$1,499.00",1,90
2289672,30479360,2019-06-30,t,"$1,499.00","$1,499.00",1,90
2292605,29874336,2019-06-25,t,$149.00,$149.00,1,1125
2294757,30488726,2019-06-26,t,$144.00,$144.00,2,1125
2294758,30488726,2019-06-27,t,$144.00,$144.00,2,1125
2294761,30488726,2019-06-30,t,$144.00,$144.00,2,1125
2295486,30499441,2019-06-25,t,$249.00,$249.00,1,10
2295487,30499441,2019-06-26,t,$249.00,$249.00,1,10
2295593,30426533,2019-06-25,t,$400.00,$400.00,2,7
2295594,30426533,2019-06-26,t,$400.00,$400.00,2,7
2295595,30426533,2019-06-27,t,$400.00,$400.00,2,7
2295596,30426533,2019-06-28,t,$400.00,$400.00,2,7
2295597,30426533,2019-06-29,t,$400.00,$400.00,2,7
2295598,30426533,2019-06-30,t,$400.00,$400.00,2,7
2295725,29874336,2019-06-26,t,$149.00,$149.00,1,1125
2295726,29874336,2019-06-27,t,$149.00,$149.00,1,1125
2297140,30502964,2019-06-30,t,$18.00,$18.00,1,1125
2297865,30428526,2019-06-25,t,$140.00,$140.00,2,1125
2297866,30428526,2019-06-26,t,$144.00,$144.00,2,1125
2298117,30509404,2019-06-25,t,$195.00,$185.00,1,90
2298118,30509404,2019-06-26,t,$195.00,$185.00,1,90
2298119,30509404,2019-06-27,t,$195.00,$195.00,1,90
2298120,30509404,2019-06-28,t,$195.00,$195.00,1,90
2298121,30509404,2019-06-29,t,$255.00,$255.00,1,90
2298122,30509404,2019-06-30,t,$195.00,$195.00,1,90
2298727,29882335,2019-06-25,t,$79.00,$79.00,1,5
2298728,29882335,2019-06-26,t,$79.00,$79.00,1,5
2298729,29882335,2019-06-27,t,$79.00,$79.00,1,5
2298730,29882335,2019-06-28,t,$79.00,$79.00,1,5
2298731,29882335,2019-06-29,t,$79.00,$79.00,1,5
2298732,29882335,2019-06-30,t,$79.00,$79.00,1,5
2298952,30509439,2019-06-25,t,$100.00,$100.00,7,7
2298953,30509439,2019-06-26,t,$100.00,$100.00,7,7
2298954,30509439,2019-06-27,t,$100.00,$100.00,7,7
2298955,30509439,2019-06-28,t,$100.00,$100.00,7,7
2298956,30509439,2019-06-29,t,$100.00,$100.00,7,7
2298957,30509439,2019-06-30,t,$100.00,$100.00,7,7
2300162,29893012,2019-06-26,t,$700.00,$700.00,2,7
2300163,29893012,2019-06-27,t,$700.00,$700.00,2,7
2300164,29893012,2019-06-28,t,$700.00,$700.00,2,7
2300165,29893012,2019-06-29,t,$700.00,$700.00,2,7
2300166,29893012,2019-06-30,t,$700.00,$700.00,2,7
2300378,30432278,2019-06-25,t,$75.00,$75.00,1,1125
2300379,30432278,2019-06-26,t,$75.00,$75.00,1,1125
2300380,30432278,2019-06-27,t,$75.00,$75.00,1,1125
2300381,30432278,2019-06-28,t,$75.00,$75.00,1,1125
2300382,30432278,2019-06-29,t,$75.00,$75.00,1,1125
2300383,30432278,2019-06-30,t,$75.00,$75.00,1,1125
2300746,30434831,2019-06-25,t,$125.00,$125.00,7,7
2300747,30434831,2019-06-26,t,$125.00,$125.00,7,7
2300748,30434831,2019-06-27,t,$125.00,$125.00,7,7
2300749,30434831,2019-06-28,t,$125.00,$125.00,7,7
2300750,30434831,2019-06-29,t,$125.00,$125.00,7,7
2300751,30434831,2019-06-30,t,$125.00,$125.00,7,7
2301427,30435339,2019-06-30,t,$149.00,$149.00,2,1125
2301736,30509520,2019-06-28,t,$149.00,$149.00,1,365
2301737,30509520,2019-06-29,t,$149.00,$149.00,1,365
2301738,30509520,2019-06-30,t,$119.00,$119.00,1,365
2302103,30510009,2019-06-30,t,$40.00,$40.00,1,1125
2302614,29894892,2019-06-27,t,$100.00,$95.00,2,30
2303303,30448930,2019-06-26,t,$394.00,$394.00,1,1125
2303304,30448930,2019-06-27,t,$399.00,$399.00,1,1125
2303307,30448930,2019-06-30,t,$399.00,$399.00,1,1125
2303348,30510052,2019-06-25,t,$109.00,$109.00,1,1125
2303349,30510052,2019-06-26,t,$109.00,$109.00,1,1125
2303350,30510052,2019-06-27,t,$109.00,$109.00,1,1125
2303353,30510052,2019-06-30,t,$135.00,$135.00,1,1125
2304022,30449241,2019-06-25,t,$195.00,$185.00,1,90
2304023,30449241,2019-06-26,t,$195.00,$185.00,1,90
2304024,30449241,2019-06-27,t,$195.00,$195.00,1,90
2304025,30449241,2019-06-28,t,$195.00,$195.00,1,90
2304026,30449241,2019-06-29,t,$255.00,$255.00,1,90
2304027,30449241,2019-06-30,t,$195.00,$195.00,1,90
2304387,30449250,2019-06-25,t,$195.00,$185.00,1,90
2304388,30449250,2019-06-26,t,$195.00,$185.00,1,90
2304389,30449250,2019-06-27,t,$195.00,$195.00,1,90
2304390,30449250,2019-06-28,t,$195.00,$195.00,1,90
2304391,30449250,2019-06-29,t,$255.00,$255.00,1,90
2304392,30449250,2019-06-30,t,$195.00,$195.00,1,90
2304745,30510071,2019-06-25,t,$109.00,$109.00,1,1125
2304746,30510071,2019-06-26,t,$109.00,$109.00,1,1125
2304747,30510071,2019-06-27,t,$109.00,$109.00,1,1125
2304750,30510071,2019-06-30,t,$135.00,$135.00,1,1125
2305110,30510853,2019-06-25,t,$141.00,$141.00,1,1125
2305111,30510853,2019-06-26,t,$141.00,$141.00,1,1125
2305475,30510878,2019-06-25,t,$141.00,$141.00,1,1125
2305476,30510878,2019-06-26,t,$141.00,$141.00,1,1125
2306059,30449259,2019-06-25,t,$195.00,$185.00,1,90
2306060,30449259,2019-06-26,t,$195.00,$185.00,1,90
2306061,30449259,2019-06-27,t,$195.00,$195.00,1,90
2306062,30449259,2019-06-28,t,$195.00,$195.00,1,90
2306063,30449259,2019-06-29,t,$255.00,$255.00,1,90
2306064,30449259,2019-06-30,t,$195.00,$195.00,1,90
2306424,30449284,2019-06-25,t,$195.00,$185.00,1,90
2306425,30449284,2019-06-26,t,$195.00,$185.00,1,90
2306426,30449284,2019-06-27,t,$195.00,$195.00,1,90
2306427,30449284,2019-06-28,t,$195.00,$195.00,1,90
2306428,30449284,2019-06-29,t,$255.00,$255.00,1,90
2306429,30449284,2019-06-30,t,$195.00,$195.00,1,90
2306737,29896234,2019-06-26,t,$79.00,$79.00,2,31
2306738,29896234,2019-06-27,t,$79.00,$79.00,2,31
2306741,29896234,2019-06-30,t,$79.00,$79.00,2,31
2306796,30449487,2019-06-25,t,$275.00,$261.00,1,90
2306797,30449487,2019-06-26,t,$275.00,$261.00,1,90
2306798,30449487,2019-06-27,t,$255.00,$255.00,1,90
2306799,30449487,2019-06-28,t,$255.00,$255.00,1,90
2306800,30449487,2019-06-29,t,$295.00,$295.00,1,90
2306801,30449487,2019-06-30,t,$255.00,$255.00,1,90
2306898,30511165,2019-06-28,t,$46.00,$46.00,1,15
2306899,30511165,2019-06-29,t,$46.00,$46.00,1,15
2306900,30511165,2019-06-30,t,$46.00,$46.00,1,15
2307639,30512005,2019-06-27,t,$35.00,$35.00,1,7
2307640,30512005,2019-06-28,t,$45.00,$45.00,2,7
2307641,30512005,2019-06-29,t,$45.00,$45.00,2,7
2307642,30512005,2019-06-30,t,$38.00,$38.00,1,7
2308459,30449492,2019-06-25,t,$275.00,$261.00,1,90
2308460,30449492,2019-06-26,t,$275.00,$261.00,1,90
2308461,30449492,2019-06-27,t,$255.00,$255.00,1,90
2308462,30449492,2019-06-28,t,$255.00,$255.00,1,90
2308463,30449492,2019-06-29,t,$295.00,$295.00,1,90
2308464,30449492,2019-06-30,t,$255.00,$255.00,1,90
2308824,30449588,2019-06-25,t,$275.00,$261.00,1,90
2308825,30449588,2019-06-26,t,$275.00,$261.00,1,90
2308826,30449588,2019-06-27,t,$255.00,$255.00,1,90
2308827,30449588,2019-06-28,t,$255.00,$255.00,1,90
2308828,30449588,2019-06-29,t,$295.00,$295.00,1,90
2308829,30449588,2019-06-30,t,$255.00,$255.00,1,90
2309189,30449706,2019-06-25,t,$275.00,$261.00,1,90
2309190,30449706,2019-06-26,t,$275.00,$261.00,1,90
2309191,30449706,2019-06-27,t,$255.00,$255.00,1,90
2309192,30449706,2019-06-28,t,$255.00,$255.00,1,90
2309193,30449706,2019-06-29,t,$295.00,$295.00,1,90
2309194,30449706,2019-06-30,t,$255.00,$255.00,1,90
2311616,30463162,2019-06-25,t,$70.00,$70.00,1,1125
2311617,30463162,2019-06-26,t,$70.00,$70.00,1,1125
2311618,30463162,2019-06-27,t,$70.00,$70.00,1,1125
2311619,30463162,2019-06-28,t,$70.00,$70.00,1,1125
2311620,30463162,2019-06-29,t,$70.00,$70.00,1,1125
2311621,30463162,2019-06-30,t,$70.00,$70.00,1,1125
2312109,30535714,2019-06-26,t,$144.00,$144.00,2,134
2312110,30535714,2019-06-27,t,$144.00,$144.00,2,134
2312113,30535714,2019-06-30,t,$144.00,$144.00,2,134
2313467,30539246,2019-06-26,t,$250.00,$250.00,2,30
2313468,30539246,2019-06-27,t,$250.00,$250.00,2,30
2313469,30539246,2019-06-28,t,$250.00,$250.00,2,30
2313470,30539246,2019-06-29,t,$250.00,$250.00,2,30
2313471,30539246,2019-06-30,t,$250.00,$250.00,2,30
2314386,30472823,2019-06-26,t,$77.00,$77.00,2,1125
2314387,30472823,2019-06-27,t,$77.00,$77.00,2,1125
2314388,30472823,2019-06-28,t,$77.00,$77.00,2,1125
2314389,30472823,2019-06-29,t,$77.00,$77.00,2,1125
2314390,30472823,2019-06-30,t,$77.00,$77.00,2,1125
2315255,30473663,2019-06-25,t,$75.00,$75.00,1,1125
2315256,30473663,2019-06-26,t,$75.00,$75.00,1,1125
2315257,30473663,2019-06-27,t,$75.00,$75.00,1,1125
2315258,30473663,2019-06-28,t,$75.00,$75.00,1,1125
2315259,30473663,2019-06-29,t,$75.00,$75.00,1,1125
2315260,30473663,2019-06-30,t,$75.00,$75.00,1,1125
2316124,30636684,2019-06-25,t,$189.00,$189.00,2,7
2316125,30636684,2019-06-26,t,$189.00,$189.00,2,7
2316550,30556048,2019-06-25,t,$29.00,$29.00,1,31
2316551,30556048,2019-06-26,t,$29.00,$29.00,1,31
2316552,30556048,2019-06-27,t,$29.00,$29.00,1,31
2316553,30556048,2019-06-28,t,$39.00,$39.00,1,31
2316554,30556048,2019-06-29,t,$39.00,$39.00,1,31
2316555,30556048,2019-06-30,t,$29.00,$29.00,1,31
2317316,30637839,2019-06-25,t,$189.00,$189.00,2,7
2317317,30637839,2019-06-26,t,$189.00,$189.00,2,7
2317318,30637839,2019-06-27,t,$189.00,$189.00,2,7
2317868,29906798,2019-06-25,t,$200.00,$200.00,1,360
2318116,30558399,2019-06-25,t,$189.00,$189.00,2,7
2318117,30558399,2019-06-26,t,$189.00,$189.00,2,7
2318118,30558399,2019-06-27,t,$189.00,$189.00,2,7
2318172,30644218,2019-06-25,t,$320.00,$320.00,2,7
2318173,30644218,2019-06-26,t,$320.00,$320.00,2,7
2318174,30644218,2019-06-27,t,$320.00,$320.00,2,7
2318175,30644218,2019-06-28,t,$320.00,$320.00,2,7
2318176,30644218,2019-06-29,t,$320.00,$320.00,2,7
2318177,30644218,2019-06-30,t,$320.00,$320.00,2,7
2318207,29906798,2019-06-26,t,$200.00,$200.00,1,360
2319010,30645334,2019-06-25,t,$350.00,$350.00,2,7
2319011,30645334,2019-06-26,t,$350.00,$350.00,2,7
2319012,30645334,2019-06-27,t,$350.00,$350.00,2,7
2319013,30645334,2019-06-28,t,$350.00,$350.00,2,7
2319014,30645334,2019-06-29,t,$350.00,$350.00,2,7
2319015,30645334,2019-06-30,t,$350.00,$350.00,2,7
2319474,29910501,2019-06-25,t,$102.00,$102.00,2,90
2319937,29910501,2019-06-26,t,$102.00,$102.00,2,90
2319938,29910501,2019-06-27,t,$102.00,$102.00,2,90
2319939,29910501,2019-06-28,t,$130.00,$130.00,2,90
2319940,29910501,2019-06-29,t,$130.00,$130.00,2,90
2319941,29910501,2019-06-30,t,$102.00,$102.00,2,90
2320779,30564776,2019-06-26,t,$65.00,$65.00,1,28
2320780,30564776,2019-06-27,t,$65.00,$65.00,1,28
2320781,30564776,2019-06-28,t,$65.00,$65.00,1,28
2320782,30564776,2019-06-29,t,$65.00,$65.00,1,28
2320783,30564776,2019-06-30,t,$65.00,$65.00,1,28
2321420,30676156,2019-06-30,t,$149.00,$149.00,2,27
2322340,30566611,2019-06-30,t,$39.00,$39.00,1,1125
2322875,30677480,2019-06-25,t,$189.00,$189.00,2,7
2322876,30677480,2019-06-26,t,$189.00,$189.00,2,7
2322877,30677480,2019-06-27,t,$189.00,$189.00,2,7
2323670,30681571,2019-06-26,t,$124.00,$124.00,2,300
2323671,30681571,2019-06-27,t,$124.00,$124.00,2,300
2324645,30696271,2019-06-28,t,$160.00,$160.00,1,1125
2325320,30570644,2019-06-27,t,$60.00,$60.00,1,5
2325321,30570644,2019-06-28,t,$62.00,$62.00,1,5
2325322,30570644,2019-06-29,t,$62.00,$62.00,1,5
2325323,30570644,2019-06-30,t,$62.00,$62.00,1,5
2325683,30572717,2019-06-25,t,$189.00,$189.00,2,7
2325684,30572717,2019-06-26,t,$189.00,$189.00,2,7
2325685,30572717,2019-06-27,t,$189.00,$189.00,2,7
2326467,30586811,2019-06-26,t,$225.00,$225.00,7,7
2326468,30586811,2019-06-27,t,$225.00,$225.00,7,7
2326469,30586811,2019-06-28,t,$225.00,$225.00,7,7
2326470,30586811,2019-06-29,t,$225.00,$225.00,7,7
2326471,30586811,2019-06-30,t,$225.00,$225.00,7,7
2326832,30590435,2019-06-26,t,$150.00,$150.00,7,7
2326833,30590435,2019-06-27,t,$150.00,$150.00,7,7
2326834,30590435,2019-06-28,t,$150.00,$150.00,7,7
2326835,30590435,2019-06-29,t,$150.00,$150.00,7,7
2326836,30590435,2019-06-30,t,$150.00,$150.00,7,7
2327029,30697702,2019-06-26,t,$144.00,$144.00,2,1125
2327030,30697702,2019-06-27,t,$144.00,$144.00,2,1125
2327033,30697702,2019-06-30,t,$144.00,$144.00,2,1125
2328080,30706196,2019-06-25,t,$115.00,$115.00,1,1125
2328866,30591056,2019-06-25,t,$100.00,$100.00,2,90
2328867,30591056,2019-06-26,t,$100.00,$100.00,2,90
2328868,30591056,2019-06-27,t,$160.00,$160.00,2,90
2328869,30591056,2019-06-28,t,$190.00,$190.00,2,90
2328870,30591056,2019-06-29,t,$190.00,$190.00,2,90
2328871,30591056,2019-06-30,t,$160.00,$160.00,2,90
2329689,30592451,2019-06-25,t,$285.00,$285.00,2,7
2329690,30592451,2019-06-26,t,$285.00,$285.00,2,7
2329691,30592451,2019-06-27,t,$285.00,$285.00,2,7
2329692,30592451,2019-06-28,t,$285.00,$285.00,2,7
2329693,30592451,2019-06-29,t,$285.00,$285.00,2,7
2329694,30592451,2019-06-30,t,$285.00,$285.00,2,7
2330039,30713604,2019-06-25,t,$29.00,$29.00,1,1125
2330040,30713604,2019-06-26,t,$29.00,$29.00,1,1125
2330041,30713604,2019-06-27,t,$29.00,$29.00,1,1125
2330042,30713604,2019-06-28,t,$39.00,$39.00,1,1125
2330043,30713604,2019-06-29,t,$39.00,$39.00,1,1125
2330044,30713604,2019-06-30,t,$29.00,$29.00,1,1125
2330404,30713708,2019-06-25,t,$29.00,$29.00,1,1125
2330405,30713708,2019-06-26,t,$29.00,$29.00,1,1125
2330406,30713708,2019-06-27,t,$29.00,$29.00,1,1125
2330407,30713708,2019-06-28,t,$39.00,$39.00,1,1125
2330408,30713708,2019-06-29,t,$39.00,$39.00,1,1125
2330409,30713708,2019-06-30,t,$29.00,$29.00,1,1125
2330772,30714691,2019-06-28,t,$39.00,$39.00,2,1125
2331226,30592621,2019-06-25,t,$140.00,$140.00,1,29
2331227,30592621,2019-06-26,t,$140.00,$140.00,4,29
2331231,30592621,2019-06-30,t,$170.00,$170.00,3,29
2331596,30593545,2019-06-30,t,$165.00,$165.00,3,28
2332389,30714981,2019-06-25,t,$195.00,$185.00,1,90
2332390,30714981,2019-06-26,t,$195.00,$185.00,1,90
2332391,30714981,2019-06-27,t,$195.00,$195.00,1,90
2332392,30714981,2019-06-28,t,$195.00,$195.00,1,90
2332393,30714981,2019-06-29,t,$255.00,$255.00,1,90
2332394,30714981,2019-06-30,t,$195.00,$195.00,1,90
2332754,30715221,2019-06-25,t,$109.00,$109.00,1,1125
2332755,30715221,2019-06-26,t,$109.00,$109.00,1,1125
2332756,30715221,2019-06-27,t,$109.00,$109.00,1,1125
2332759,30715221,2019-06-30,t,$135.00,$135.00,1,1125
2333769,30715224,2019-06-25,t,$109.00,$109.00,1,1125
2333770,30715224,2019-06-26,t,$109.00,$109.00,1,1125
2333771,30715224,2019-06-27,t,$109.00,$109.00,1,1125
2333774,30715224,2019-06-30,t,$135.00,$135.00,1,1125
2333798,30594297,2019-06-26,t,$115.00,$115.00,1,1125
2333802,30594297,2019-06-30,t,$122.00,$122.00,1,1125
2334311,29922725,2019-06-26,t,$90.00,$90.00,2,29
2334312,29922725,2019-06-27,t,$90.00,$90.00,3,29
2334376,30595379,2019-06-25,t,$130.00,$130.00,1,29
2334377,30595379,2019-06-26,t,$143.00,$143.00,4,29
2334378,30595379,2019-06-27,t,$201.00,$201.00,3,29
2334379,30595379,2019-06-28,t,$320.00,$320.00,3,29
2334380,30595379,2019-06-29,t,$330.00,$330.00,3,29
2334381,30595379,2019-06-30,t,$210.00,$210.00,3,29
2335071,30715227,2019-06-25,t,$109.00,$109.00,1,1125
2335072,30715227,2019-06-26,t,$109.00,$109.00,1,1125
2335073,30715227,2019-06-27,t,$109.00,$109.00,1,1125
2335076,30715227,2019-06-30,t,$135.00,$135.00,1,1125
2335441,30595505,2019-06-25,t,$141.00,$141.00,1,1125
2335442,30595505,2019-06-26,t,$141.00,$141.00,1,1125
2335811,30595517,2019-06-25,t,$109.00,$109.00,1,1125
2335812,30595517,2019-06-26,t,$109.00,$109.00,1,1125
2335813,30595517,2019-06-27,t,$109.00,$109.00,1,1125
2335816,30595517,2019-06-30,t,$135.00,$135.00,1,1125
2335891,30715232,2019-06-25,t,$109.00,$109.00,1,1125
2335892,30715232,2019-06-26,t,$109.00,$109.00,1,1125
2335893,30715232,2019-06-27,t,$109.00,$109.00,1,1125
2335896,30715232,2019-06-30,t,$135.00,$135.00,1,1125
2336573,30595672,2019-06-25,t,$136.00,$136.00,1,29
2336574,30595672,2019-06-26,t,$156.00,$156.00,4,29
2336575,30595672,2019-06-27,t,$217.00,$217.00,3,29
2336576,30595672,2019-06-28,t,$346.00,$346.00,3,29
2336577,30595672,2019-06-29,t,$356.00,$356.00,3,29
2336578,30595672,2019-06-30,t,$226.00,$226.00,3,29
2337070,30596032,2019-06-25,t,$151.00,$151.00,1,29
2337071,30596032,2019-06-26,t,$173.00,$173.00,4,29
2337075,30596032,2019-06-30,t,$251.00,$251.00,3,29
2337202,30715686,2019-06-25,t,$195.00,$185.00,1,90
2337203,30715686,2019-06-26,t,$195.00,$185.00,1,90
2337204,30715686,2019-06-27,t,$195.00,$195.00,1,90
2337205,30715686,2019-06-28,t,$195.00,$195.00,1,90
2337206,30715686,2019-06-29,t,$255.00,$255.00,1,90
2337207,30715686,2019-06-30,t,$195.00,$195.00,1,90
2337567,30715814,2019-06-25,t,$275.00,$261.00,1,90
2337568,30715814,2019-06-26,t,$275.00,$261.00,1,90
2337569,30715814,2019-06-27,t,$255.00,$255.00,1,90
2337570,30715814,2019-06-28,t,$255.00,$255.00,1,90
2337571,30715814,2019-06-29,t,$295.00,$295.00,1,90
2337572,30715814,2019-06-30,t,$255.00,$255.00,1,90
2337935,30716113,2019-06-28,t,"$1,499.00","$1,499.00",1,90
2337936,30716113,2019-06-29,t,"$1,499.00","$1,499.00",1,90
2337937,30716113,2019-06-30,t,"$1,499.00","$1,499.00",1,90
2338233,29926510,2019-06-25,t,$119.00,$119.00,5,7
2338599,30748421,2019-06-25,t,$27.00,$30.00,1,14
2338600,30748421,2019-06-26,t,$27.00,$30.00,1,14
2339147,30716275,2019-06-25,t,$275.00,$261.00,1,90
2339148,30716275,2019-06-26,t,$275.00,$261.00,1,90
2339149,30716275,2019-06-27,t,$255.00,$255.00,1,90
2339150,30716275,2019-06-28,t,$255.00,$255.00,1,90
2339151,30716275,2019-06-29,t,$295.00,$295.00,1,90
2339152,30716275,2019-06-30,t,$255.00,$255.00,1,90
2339515,30716481,2019-06-28,t,"$1,499.00","$1,499.00",1,90
2339516,30716481,2019-06-29,t,"$1,499.00","$1,499.00",1,90
2339517,30716481,2019-06-30,t,"$1,499.00","$1,499.00",1,90
2339737,29926510,2019-06-26,t,$119.00,$119.00,5,7
2339738,29926510,2019-06-27,t,$119.00,$119.00,5,7
2339739,29926510,2019-06-28,t,$119.00,$119.00,5,7
2339740,29926510,2019-06-29,t,$119.00,$119.00,5,7
2339741,29926510,2019-06-30,t,$119.00,$119.00,5,7
2339988,30716525,2019-06-25,t,$245.00,$245.00,3,28
2339989,30716525,2019-06-26,t,$245.00,$245.00,3,28
2339990,30716525,2019-06-27,t,$245.00,$245.00,3,28
2339991,30716525,2019-06-28,t,$295.00,$295.00,3,28
2339992,30716525,2019-06-29,t,$295.00,$295.00,3,28
2339993,30716525,2019-06-30,t,$295.00,$295.00,3,28
2340702,30749441,2019-06-25,t,$115.00,$115.00,1,1125
2340902,30716831,2019-06-25,t,$275.00,$261.00,1,90
2340903,30716831,2019-06-26,t,$275.00,$261.00,1,90
